,Country Code,Country Name,Region,Income Group,Año,Poblacion,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Alternative and nuclear energy (% of total energy use),Combustible renewables and waste (% of total energy),Electric power consumption (kWh per capita),Electric power transmission and distribution losses (% of output),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),"Electricity production from oil, gas and coal sources (% of total)","Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Energy use (kg of oil equivalent per capita),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",Fossil fuel energy consumption (% of total),Renewable electricity output (% of total electricity output)
21,ABW,Aruba,Latin America & Caribbean,High income,1981,60567.0,,,,,,,,,,,,,,,,,,,
22,ABW,Aruba,Latin America & Caribbean,High income,1982,61345.0,,,,,,,,,,,,,,,,,,,
23,ABW,Aruba,Latin America & Caribbean,High income,1983,62201.0,,,,,,,,,,,,,,,,,,,
24,ABW,Aruba,Latin America & Caribbean,High income,1984,62836.0,,,,,,,,,,,,,,,,,,,
25,ABW,Aruba,Latin America & Caribbean,High income,1985,63026.0,,,,,,,,,,,,,,,,,,,
26,ABW,Aruba,Latin America & Caribbean,High income,1986,62644.0,,,,,,,,,,,,,,,,,,,
27,ABW,Aruba,Latin America & Caribbean,High income,1987,61833.0,,,,,,,,,,,,,,,,,,,
28,ABW,Aruba,Latin America & Caribbean,High income,1988,61079.0,,,,,,,,,,,,,,,,,,,
29,ABW,Aruba,Latin America & Caribbean,High income,1989,61032.0,,,,,,,,,,,,,,,,,,,
30,ABW,Aruba,Latin America & Caribbean,High income,1990,62149.0,,,,,,,,,,,,,,,,,,,0.0
31,ABW,Aruba,Latin America & Caribbean,High income,1991,64622.0,,,,,,,,,,,,,,,,,,,0.0
32,ABW,Aruba,Latin America & Caribbean,High income,1992,68235.0,,,,,,,,,,,,,,,,,,,0.0
33,ABW,Aruba,Latin America & Caribbean,High income,1993,72504.0,,,,,,,,,,,,,,,,,,,0.0
34,ABW,Aruba,Latin America & Caribbean,High income,1994,76700.0,,,,,,,,,,,,,,,,,,,0.0
35,ABW,Aruba,Latin America & Caribbean,High income,1995,80324.0,,,,,,,,,,,,,,,,,,,0.0
36,ABW,Aruba,Latin America & Caribbean,High income,1996,83200.0,,,,,,,,,,,,,,,,,,,0.0
37,ABW,Aruba,Latin America & Caribbean,High income,1997,85451.0,,,,,,,,,,,,,,,,,,,0.0
38,ABW,Aruba,Latin America & Caribbean,High income,1998,87277.0,,,,,,,,,,,,,,,,,,,0.0
39,ABW,Aruba,Latin America & Caribbean,High income,1999,89005.0,,,,,,,,,,,,,,,,,,,0.0
40,ABW,Aruba,Latin America & Caribbean,High income,2000,90853.0,91.6603980031457,100.0,99.9725570678711,,,,,,,,,,,,,,,,0.0
41,ABW,Aruba,Latin America & Caribbean,High income,2001,92898.0,100.0,100.0,99.92724609375,,,,,,,,,,,,,,,,0.0
42,ABW,Aruba,Latin America & Caribbean,High income,2002,94992.0,100.0,100.0,99.8655776977539,,,,,,,,,,,,,,,,0.0
43,ABW,Aruba,Latin America & Caribbean,High income,2003,97017.0,100.0,100.0,99.8123550415039,,,,,,,,,,,,,,,,0.0
44,ABW,Aruba,Latin America & Caribbean,High income,2004,98737.0,100.0,100.0,99.7769317626953,,,,,,,,,,,,,,,,0.0
45,ABW,Aruba,Latin America & Caribbean,High income,2005,100031.0,100.0,100.0,99.7646484375,,,,,,,,,,,,,,,,0.0
46,ABW,Aruba,Latin America & Caribbean,High income,2006,100834.0,100.0,100.0,99.7731781005859,,,,,,,,,,,,,,,,0.0
47,ABW,Aruba,Latin America & Caribbean,High income,2007,101222.0,100.0,100.0,99.7982940673828,,,,,,,,,,,,,,,,0.0
48,ABW,Aruba,Latin America & Caribbean,High income,2008,101358.0,100.0,100.0,99.83575439453129,,,,,,,,,,,,,,,,0.0
49,ABW,Aruba,Latin America & Caribbean,High income,2009,101455.0,100.0,100.0,99.8813247680664,,,,,,,,,,,,,,,,0.0
50,ABW,Aruba,Latin America & Caribbean,High income,2010,101669.0,93.3562921509542,100.0,99.92906951904301,,,,,,,,,,,,,,,,11.3273771537971
51,ABW,Aruba,Latin America & Caribbean,High income,2011,102046.0,100.0,100.0,99.9677200317383,,,,,,,,,,,,,,,,12.101020956475
52,ABW,Aruba,Latin America & Caribbean,High income,2012,102560.0,100.0,100.0,99.9906387329102,,,,,,,,,,,,,,,,14.915254237288101
53,ABW,Aruba,Latin America & Caribbean,High income,2013,103159.0,100.0,100.0,99.9987411499023,,,,,,,,,,,,,,,,14.912186186833301
54,ABW,Aruba,Latin America & Caribbean,High income,2014,103774.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,15.0992799476326
55,ABW,Aruba,Latin America & Caribbean,High income,2015,104341.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,14.8561614426793
56,ABW,Aruba,Latin America & Caribbean,High income,2016,104872.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,
57,ABW,Aruba,Latin America & Caribbean,High income,2017,105366.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,
58,ABW,Aruba,Latin America & Caribbean,High income,2018,105845.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,
59,AFG,Afghanistan,South Asia,Low income,1960,8996973.0,,,,,,,,,,,,,,,,,,,
60,AFG,Afghanistan,South Asia,Low income,1961,9169410.0,,,,,,,,,,,,,,,,,,,
61,AFG,Afghanistan,South Asia,Low income,1962,9351441.0,,,,,,,,,,,,,,,,,,,
62,AFG,Afghanistan,South Asia,Low income,1963,9543205.0,,,,,,,,,,,,,,,,,,,
63,AFG,Afghanistan,South Asia,Low income,1964,9744781.0,,,,,,,,,,,,,,,,,,,
64,AFG,Afghanistan,South Asia,Low income,1965,9956320.0,,,,,,,,,,,,,,,,,,,
65,AFG,Afghanistan,South Asia,Low income,1966,10174836.0,,,,,,,,,,,,,,,,,,,
66,AFG,Afghanistan,South Asia,Low income,1967,10399926.0,,,,,,,,,,,,,,,,,,,
67,AFG,Afghanistan,South Asia,Low income,1968,10637063.0,,,,,,,,,,,,,,,,,,,
68,AFG,Afghanistan,South Asia,Low income,1969,10893776.0,,,,,,,,,,,,,,,,,,,
69,AFG,Afghanistan,South Asia,Low income,1970,11173642.0,,,,,,,,,,,,,,,,,,,
70,AFG,Afghanistan,South Asia,Low income,1971,11475445.0,,,,,,,,,,,,,,,,,,,
71,AFG,Afghanistan,South Asia,Low income,1972,11791215.0,,,,,,,,,,,,,,,,,,,
72,AFG,Afghanistan,South Asia,Low income,1973,12108963.0,,,,,,,,,,,,,,,,,,,
73,AFG,Afghanistan,South Asia,Low income,1974,12412950.0,,,,,,,,,,,,,,,,,,,
74,AFG,Afghanistan,South Asia,Low income,1975,12689160.0,,,,,,,,,,,,,,,,,,,
75,AFG,Afghanistan,South Asia,Low income,1976,12943093.0,,,,,,,,,,,,,,,,,,,
76,AFG,Afghanistan,South Asia,Low income,1977,13171306.0,,,,,,,,,,,,,,,,,,,
77,AFG,Afghanistan,South Asia,Low income,1978,13341198.0,,,,,,,,,,,,,,,,,,,
78,AFG,Afghanistan,South Asia,Low income,1979,13411056.0,,,,,,,,,,,,,,,,,,,
79,AFG,Afghanistan,South Asia,Low income,1980,13356511.0,,,,,,,,,,,,,,,,,,,
80,AFG,Afghanistan,South Asia,Low income,1981,13171673.0,,,,,,,,,,,,,,,,,,,
81,AFG,Afghanistan,South Asia,Low income,1982,12882528.0,,,,,,,,,,,,,,,,,,,
82,AFG,Afghanistan,South Asia,Low income,1983,12537730.0,,,,,,,,,,,,,,,,,,,
83,AFG,Afghanistan,South Asia,Low income,1984,12204292.0,,,,,,,,,,,,,,,,,,,
84,AFG,Afghanistan,South Asia,Low income,1985,11938208.0,,,,,,,,,,,,,,,,,,,
85,AFG,Afghanistan,South Asia,Low income,1986,11736179.0,,,,,,,,,,,,,,,,,,,
86,AFG,Afghanistan,South Asia,Low income,1987,11604534.0,,,,,,,,,,,,,,,,,,,
87,AFG,Afghanistan,South Asia,Low income,1988,11618005.0,,,,,,,,,,,,,,,,,,,
88,AFG,Afghanistan,South Asia,Low income,1989,11868877.0,,,,,,,,,,,,,,,,,,,
89,AFG,Afghanistan,South Asia,Low income,1990,12412308.0,,,,,,,,,,,,,,,,,,,67.7304964539007
90,AFG,Afghanistan,South Asia,Low income,1991,13299017.0,,,,,,,,,,,,,,,,,,,67.9802955665025
91,AFG,Afghanistan,South Asia,Low income,1992,14485546.0,,,,,,,,,,,,,,,,,,,67.9943100995733
92,AFG,Afghanistan,South Asia,Low income,1993,15816603.0,,,,,,,,,,,,,,,,,,,68.3453237410072
93,AFG,Afghanistan,South Asia,Low income,1994,17075727.0,,,,,,,,,,,,,,,,,,,68.7045123726346
94,AFG,Afghanistan,South Asia,Low income,1995,18110657.0,,,,,,,,,,,,,,,,,,,69.037037037037
95,AFG,Afghanistan,South Asia,Low income,1996,18853437.0,,,,,,,,,,,,,,,,,,,70.37037037037041
96,AFG,Afghanistan,South Asia,Low income,1997,19357126.0,,,,,,,,,,,,,,,,,,,72.3880597014925
97,AFG,Afghanistan,South Asia,Low income,1998,19737765.0,,,,,,,,,,,,,,,,,,,74.4360902255639
98,AFG,Afghanistan,South Asia,Low income,1999,20170844.0,,,,,,,,,,,,,,,,,,,73.72262773722629
99,AFG,Afghanistan,South Asia,Low income,2000,20779953.0,,,,,,,,,,,,,,,,,,,74.9890940817217
100,AFG,Afghanistan,South Asia,Low income,2001,21606988.0,,,,,,,,,,,,,,,,,,,72.8114599913182
101,AFG,Afghanistan,South Asia,Low income,2002,22600770.0,,,,,,,,,,,,,,,,,,,79.0639711991138
102,AFG,Afghanistan,South Asia,Low income,2003,23680871.0,,,,,,,,,,,,,,,,,,,70.2497285559175
103,AFG,Afghanistan,South Asia,Low income,2004,24726684.0,,,,,,,,,,,,,,,,,,,70.8908406524467
104,AFG,Afghanistan,South Asia,Low income,2005,25654277.0,23.0,8.02072361523604,74.0,,,,,,,,,,,,,,,,74.0618101545254
105,AFG,Afghanistan,South Asia,Low income,2006,26433049.0,28.560974121093803,13.168445743592802,80.3641815185547,,,,,,,,,,,,,,,,70.7557502738226
106,AFG,Afghanistan,South Asia,Low income,2007,27100536.0,34.253246307373,19.8682661958702,82.1058807373047,,,,,,,,,,,,,,,,72.0
107,AFG,Afghanistan,South Asia,Low income,2008,27722276.0,42.4,27.9542507444805,89.9,,,,,,,,,,,,,,,,68.6548223350254
108,AFG,Afghanistan,South Asia,Low income,2009,28394813.0,45.6705551147461,33.3787377018912,85.6220932006836,,,,,,,,,,,,,,,,87.1766029246344
109,AFG,Afghanistan,South Asia,Low income,2010,29185507.0,42.7,30.2188002485248,82.8,,,,,,,,,,,,,,,,85.98654708520179
110,AFG,Afghanistan,South Asia,Low income,2011,30117413.0,43.22201890820371,29.5728807664918,86.56777915121549,,,,,,,,,,,,,,,,82.4875621890547
111,AFG,Afghanistan,South Asia,Low income,2012,31161376.0,69.1,60.849156756282795,95.0,,,,,,,,,,,,,,,,85.9099804305284
112,AFG,Afghanistan,South Asia,Low income,2013,32269589.0,68.9332656860352,61.2821986356521,92.67376708984379,,,,,,,,,,,,,,,,78.6364080993837
113,AFG,Afghanistan,South Asia,Low income,2014,33370794.0,89.5,86.5005119066394,98.7,,,,,,,,,,,,,,,,85.3235490326885
114,AFG,Afghanistan,South Asia,Low income,2015,34413603.0,71.5,64.573353938483,92.5,,,,,,,,,,,,,,,,86.0501112508465
115,AFG,Afghanistan,South Asia,Low income,2016,35383128.0,97.7,97.09935979540951,99.5,,,,,,,,,,,,,,,,
116,AFG,Afghanistan,South Asia,Low income,2017,36296400.0,97.7,97.09197324414721,99.5,,,,,,,,,,,,,,,,
117,AFG,Afghanistan,South Asia,Low income,2018,37172386.0,98.7132034301758,98.2728721849277,100.0,,,,,,,,,,,,,,,,
118,AGO,Angola,Sub-Saharan Africa,Lower middle income,1960,5454933.0,,,,,,,,,,,,,,,,,,,
119,AGO,Angola,Sub-Saharan Africa,Lower middle income,1961,5531472.0,,,,,,,,,,,,,,,,,,,
120,AGO,Angola,Sub-Saharan Africa,Lower middle income,1962,5608539.0,,,,,,,,,,,,,,,,,,,
121,AGO,Angola,Sub-Saharan Africa,Lower middle income,1963,5679458.0,,,,,,,,,,,,,,,,,,,
122,AGO,Angola,Sub-Saharan Africa,Lower middle income,1964,5735044.0,,,,,,,,,,,,,,,,,,,
123,AGO,Angola,Sub-Saharan Africa,Lower middle income,1965,5770570.0,,,,,,,,,,,,,,,,,,,
124,AGO,Angola,Sub-Saharan Africa,Lower middle income,1966,5781214.0,,,,,,,,,,,,,,,,,,,
125,AGO,Angola,Sub-Saharan Africa,Lower middle income,1967,5774243.0,,,,,,,,,,,,,,,,,,,
126,AGO,Angola,Sub-Saharan Africa,Lower middle income,1968,5771652.0,,,,,,,,,,,,,,,,,,,
127,AGO,Angola,Sub-Saharan Africa,Lower middle income,1969,5803254.0,,,,,,,,,,,,,,,,,,,
128,AGO,Angola,Sub-Saharan Africa,Lower middle income,1970,5890365.0,,,,,,,,,,,,,,,,,,,
129,AGO,Angola,Sub-Saharan Africa,Lower middle income,1971,6040777.0,,,,1.35116605916565,82.81463757171329,92.0411397407982,25.067385444743902,0.0,81.5363881401617,0.0,0.0,18.4636118598383,18.4636118598383,0.0,0.0,637.4590553499991,,15.834196369121,
130,AGO,Angola,Sub-Saharan Africa,Lower middle income,1972,6248552.0,,,,1.41064579258248,77.3285485231518,100.50328460097602,25.059665871121698,0.0,81.145584725537,0.0,0.0,18.854415274463,18.854415274463,0.0,0.0,663.452748732826,,21.260805684265698,
131,AGO,Angola,Sub-Saharan Africa,Lower middle income,1973,6496962.0,,,,1.69472978835487,78.1983049797031,113.59155248253,25.0,0.0,82.72357723577241,0.0,0.0,17.2764227642276,17.2764227642276,0.0,0.0,635.787618890183,,20.1069410228998,
132,AGO,Angola,Sub-Saharan Africa,Lower middle income,1974,6761380.0,,,,1.7485933738387298,77.3253023982612,136.362695189444,24.979658258746902,0.0,69.8128559804719,0.0,0.0,30.187144019528102,30.187144019528102,0.0,0.0,624.110610555833,,20.9261042279001,
133,AGO,Angola,Sub-Saharan Africa,Lower middle income,1975,7024000.0,,,,1.98256988619515,80.19119059509609,139.379271070615,24.9808429118774,0.0,72.7969348659004,0.0,0.0,27.203065134099603,27.203065134099603,0.0,0.0,586.690489749431,,17.826263785170003,
134,AGO,Angola,Sub-Saharan Africa,Lower middle income,1976,7279509.0,,,,0.9038063092594971,82.2739489764899,60.3062651615652,24.957264957265,0.0,73.1623931623932,0.0,0.0,26.837606837606803,26.837606837606803,0.0,0.0,559.454490680621,,16.8222447142506,
135,AGO,Angola,Sub-Saharan Africa,Lower middle income,1977,7533735.0,,,,0.9167393091081171,84.8584344101019,58.271229343745205,24.957264957265,0.0,73.1623931623932,0.0,0.0,26.837606837606803,26.837606837606803,0.0,0.0,532.949459995606,,14.22482628079,
136,AGO,Angola,Sub-Saharan Africa,Lower middle income,1978,7790707.0,,,,1.02803784867323,78.58795578314309,56.3491862805263,24.957264957265,0.0,90.25641025641029,0.0,0.0,9.74358974358974,9.74358974358974,0.0,0.0,566.952139260275,,20.3840290081998,
137,AGO,Angola,Sub-Saharan Africa,Lower middle income,1979,8058067.0,,,,1.06582192891216,78.9785214439442,58.5748418324146,25.0793650793651,0.0,88.09523809523809,0.0,0.0,11.904761904761902,11.904761904761902,0.0,0.0,555.745441183351,,19.955656627143604,
138,AGO,Angola,Sub-Saharan Africa,Lower middle income,1980,8341289.0,,,,1.12139734392974,78.9155384208437,60.6620871186695,25.037037037037,0.0,88.14814814814821,0.0,0.0,11.8518518518519,11.8518518518519,0.0,0.0,547.044587473231,,19.9630642352265,
139,AGO,Angola,Sub-Saharan Africa,Lower middle income,1981,8640446.0,,,,1.1140461472443701,79.7265590386764,58.561791833430796,25.037037037037,0.0,88.14814814814821,0.0,0.0,11.8518518518519,11.8518518518519,0.0,0.0,531.589110099178,,19.159394814079302,
140,AGO,Angola,Sub-Saharan Africa,Lower middle income,1982,8952950.0,,,,1.1977335189696001,82.1857168964607,60.31531506374989,25.0,0.0,87.63888888888891,0.0,0.0,12.3611111111111,12.3611111111111,0.0,0.0,506.059343568321,,16.6165495845697,
141,AGO,Angola,Sub-Saharan Africa,Lower middle income,1983,9278096.0,,,,1.06744615633057,81.3091483665978,63.267291047646,25.0319284802043,0.0,73.81864623243929,0.0,0.0,26.1813537675607,26.1813537675607,0.0,0.0,501.904916698426,,17.623405477071604,
142,AGO,Angola,Sub-Saharan Africa,Lower middle income,1984,9614754.0,,,,1.09858951359899,81.8361829296287,52.211424234047,25.0746268656716,0.0,89.7014925373134,0.0,0.0,10.2985074626866,10.2985074626866,0.0,0.0,489.32713203062696,,17.0652488118416,
143,AGO,Angola,Sub-Saharan Africa,Lower middle income,1985,9961997.0,,,,1.20808494709243,78.48434094583558,60.6304137614175,25.062034739454102,0.0,86.9727047146402,0.0,0.0,13.0272952853598,13.0272952853598,0.0,0.0,500.924864763561,,20.307574107072,
144,AGO,Angola,Sub-Saharan Africa,Lower middle income,1986,10320111.0,,,,1.19432920464363,78.9143819733672,58.526502282775795,25.062034739454102,0.0,86.9727047146402,0.0,0.0,13.0272952853598,13.0272952853598,0.0,0.0,489.11169656992996,,19.8912888219892,
145,AGO,Angola,Sub-Saharan Africa,Lower middle income,1987,10689250.0,,,,1.1661675612907298,78.449596418125,56.7860233412073,25.0617283950617,0.0,86.5432098765432,0.0,0.0,13.4567901234568,13.4567901234568,0.0,0.0,483.6244825408701,,20.384236020584304,
146,AGO,Angola,Sub-Saharan Africa,Lower middle income,1988,11068050.0,,,,1.12066406307365,76.8613896226947,55.203942880633896,25.0306748466258,0.0,86.0122699386503,0.0,0.0,13.9877300613497,13.9877300613497,0.0,0.0,486.03764890834395,,22.017964903357896,
147,AGO,Angola,Sub-Saharan Africa,Lower middle income,1989,11454777.0,,,,1.11030859523597,76.78644034264279,53.60209107519071,25.030525030525,0.0,86.69108669108671,0.0,0.0,13.3089133089133,13.3089133089133,0.0,0.0,480.094200000576,,22.103251062121302,
148,AGO,Angola,Sub-Saharan Africa,Lower middle income,1990,11848386.0,,,,0.742241766154085,54.2455274005993,53.171799095674295,25.089179548157002,0.0,86.20689655172409,0.0,0.0,13.7931034482759,13.7931034482759,0.0,0.0,496.53649028652495,85.8550325031941,25.480388417373298,86.20689655172409
149,AGO,Angola,Sub-Saharan Africa,Lower middle income,1991,12248901.0,,,,0.738678206207428,54.2077817863457,54.453864881429006,28.5867237687366,0.0,82.6552462526767,0.0,0.0,17.3447537473233,17.3447537473233,0.0,0.0,491.802570695934,87.0480594491142,25.482861089424897,82.6552462526767
150,AGO,Angola,Sub-Saharan Africa,Lower middle income,1992,12657366.0,,,,0.8021659615232549,55.1670429687635,53.486641691486206,28.5110876451954,0.0,88.70116156283001,0.0,0.0,11.29883843717,11.29883843717,0.0,0.0,478.585591978615,92.96077880697331,24.0980759316387,88.70116156283001
151,AGO,Angola,Sub-Saharan Africa,Lower middle income,1993,13075049.0,,,,0.82062393164573,54.506295200829896,52.007453279907395,28.4210526315789,0.0,93.68421052631581,0.0,0.0,6.31578947368421,6.31578947368421,0.0,0.0,479.819846181838,126.65139750075501,24.964661821441602,93.68421052631581
152,AGO,Angola,Sub-Saharan Africa,Lower middle income,1994,13503747.0,,,,0.813644213103175,54.8220156630242,50.6526077539812,28.376963350785303,0.0,93.71727748691099,0.0,0.0,6.282722513089,6.282722513089,0.0,0.0,470.93862170255403,126.686075604256,24.4396830159153,93.71727748691099
153,AGO,Angola,Sub-Saharan Africa,Lower middle income,1995,13945206.0,,,,0.8183853220711391,56.060038804870395,49.264241775991,28.4375,0.0,93.75,0.0,0.0,6.25,6.25,0.0,0.0,455.66605470008795,110.073823488967,22.7801963282831,93.75
154,AGO,Angola,Sub-Saharan Africa,Lower middle income,1996,14400719.0,,,,0.816588672310686,55.6764388631966,51.108559232355006,28.4046692607004,0.0,89.9805447470817,0.0,0.0,10.0194552529183,10.0194552529183,0.0,0.0,454.05517599503196,99.75614192596909,23.498096951988,89.9805447470817
155,AGO,Angola,Sub-Saharan Africa,Lower middle income,1997,14871570.0,,,,0.950384074883264,55.5576693065937,69.32691033966151,10.0349040139616,0.0,76.3525305410122,0.0,0.0,23.6474694589878,23.6474694589878,0.0,0.0,449.254449933665,95.0168103004408,23.8744737221415,76.3525305410122
156,AGO,Angola,Sub-Saharan Africa,Lower middle income,1998,15359601.0,,,,1.09597529328829,56.78871869083179,73.3091959875781,14.567526555386902,0.0,80.4248861911988,0.0,0.0,19.575113808801202,19.575113808801202,0.0,0.0,433.882494734075,90.53017228996859,22.1248654389638,80.4248861911988
157,AGO,Angola,Sub-Saharan Africa,Lower middle income,1999,15866869.0,,,,0.8803349600757391,55.1519819128302,71.91084769150109,14.5318352059925,0.0,66.96629213483149,0.0,0.0,33.0337078651685,33.0337078651685,0.0,0.0,441.163218779962,93.05925835253339,24.7144129205662,66.96629213483149
158,AGO,Angola,Sub-Saharan Africa,Lower middle income,2000,16395473.0,,,,0.873405083422169,54.8553976330398,75.2646782438055,14.6020761245675,0.0,63.1141868512111,0.0,0.0,36.8858131487889,36.8858131487889,0.0,0.0,438.550019264464,92.7565644826633,25.220051917635498,63.1141868512111
159,AGO,Angola,Sub-Saharan Africa,Lower middle income,2001,16945753.0,20.0,9.477076871130249,30.0,0.9339559268431421,53.77302137715961,82.6165706534257,14.529914529914501,0.0,62.0879120879121,0.0,0.0,37.9120879120879,37.9120879120879,0.0,0.0,442.978839594794,92.9293080794388,26.6792999769536,62.0879120879121
160,AGO,Angola,Sub-Saharan Africa,Lower middle income,2002,17519417.0,25.0560569763184,2.7994100160100297,45.2245407104492,1.00205331935022,52.654239933255994,86.0188441202124,14.6175637393768,0.0,64.7592067988669,0.0,0.0,35.2407932011331,35.2407932011331,0.0,0.0,448.26172012459097,85.5324228636293,28.147804154287602,64.7592067988669
161,AGO,Angola,Sub-Saharan Africa,Lower middle income,2003,18121479.0,26.1385898590088,2.08223209109073,46.9258499145508,1.02834621251151,49.9838336675555,95.8531033808002,12.9323308270677,0.0,62.2055137844612,0.0,0.0,37.7944862155388,37.7944862155388,0.0,0.0,467.64405929560206,89.6177647012759,31.7214241193656,62.2055137844612
162,AGO,Angola,Sub-Saharan Africa,Lower middle income,2004,18758145.0,27.197900772094698,1.1673607503161398,48.644954681396506,1.17859321777103,49.7525098541301,87.53530799554008,26.433691756272395,0.0,78.405017921147,0.0,0.0,21.594982078853,21.594982078853,0.0,0.0,464.80784747105906,83.1016941428658,31.561637186568603,78.405017921147
163,AGO,Angola,Sub-Saharan Africa,Lower middle income,2005,19433602.0,28.2321949005127,0.034922005961212005,50.3871955871582,1.60962521879031,52.68877681086221,109.295229983613,23.7616654702082,0.0,79.6482412060301,0.0,0.0,20.3517587939699,20.3517587939699,0.0,0.0,433.57253071252603,69.8159378164486,27.083771467797497,79.6482412060302
164,AGO,Angola,Sub-Saharan Africa,Lower middle income,2006,20149901.0,29.250379562377898,,52.1502571105957,2.06296853414897,49.106808397542494,144.715351206936,11.796733212341199,0.0,80.6110102843315,0.0,0.0,19.3889897156685,19.3889897156685,0.0,0.0,458.79416479515197,68.6704289933951,31.6746743551437,80.6110102843315
165,AGO,Angola,Sub-Saharan Africa,Lower middle income,2007,20905363.0,37.5,,66.1,1.7769573847842899,47.0465791388203,133.26723865067498,13.397575380789599,0.0,77.61889959589679,0.0,0.0,22.381100404103197,22.381100404103197,0.0,0.0,471.694177230981,64.24719497466471,34.742475817209304,77.61889959589679
166,AGO,Angola,Sub-Saharan Africa,Lower middle income,2008,21695634.0,31.2847576141357,,55.721893310546896,2.14597187989868,44.3839712761767,172.384913941671,10.009624639076,0.0,75.4090471607315,0.0,0.0,24.5909528392685,24.5909528392685,0.0,0.0,491.97861652717796,62.5578761865578,37.9607595728901,75.4090471607315
167,AGO,Angola,Sub-Saharan Africa,Lower middle income,2009,22514281.0,32.3241195678711,,57.5219917297363,1.94943331072076,41.696725522281,189.257653842021,10.0105596620908,0.0,65.3431890179514,0.0,0.0,34.656810982048604,34.656810982048604,0.0,0.0,515.217119303077,67.4059711726678,41.799331243804296,65.3431890179514
168,AGO,Angola,Sub-Saharan Africa,Lower middle income,2010,23356246.0,33.3937110900879,,82.03485107421879,2.2507551575992997,40.5679040247869,206.454410524705,11.506698476784699,0.0,67.9574233804368,0.0,0.0,32.0425766195632,32.0425766195632,0.0,0.0,520.962358420099,67.72398914702379,42.9925150346511,67.9574233804368
